Statistical profiling result from isolate-0x40c1d20-v8-25259.log, (34379 ticks, 2082 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      7   77.8%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      7  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   22.2%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      2  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      9    2.0%      LazyCompile: *api.clone /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:55:21
      4   44.4%        LazyCompile: *api.clone /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:55:21
      4  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      4  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      3   33.3%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      3  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      3  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      2   22.2%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
      2  100.0%          LazyCompile: *normalize /home/matt/dev/ld-hasher/index.js:93:16
      2  100.0%            LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      7    1.6%      LazyCompile: *api.isObject.v /home/matt/dev/ld-hasher/node_modules/jsonld/lib/types.js:72:16
      4   57.1%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      3   75.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      3  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      1   25.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3   42.9%        LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
      3  100.0%          Builtin: ArrayMap
      3  100.0%            LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      5    1.1%      LazyCompile: *api.isBlankNode.v /home/matt/dev/ld-hasher/node_modules/jsonld/lib/graphTypes.js:95:19
      5  100.0%        LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      5  100.0%          LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      3   60.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      2   40.0%            LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
     46    8.4%    Builtin: PromiseResolveClosure
     21   45.7%      Builtin: PromiseHandle
     20   95.2%        Stub: CallApiCallbackStub
     20  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    4.8%        node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%          Function: ~_tickCallback internal/process/next_tick.js:151:25
     12   26.1%      LazyCompile: *all native promise.js:11:20
     12  100.0%        LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
     12  100.0%          LazyCompile: *Promise.all.queue.map /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:832:34
     12  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      6   13.0%      LazyCompile: *Promise /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:398:24
      6  100.0%        Builtin: PromiseConstructor
      6  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:396:24
      6  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      4    8.7%      LazyCompile: *CreateResolveElementFunction native promise.js:24:7
      4  100.0%        Builtin: PromiseHandle
      4  100.0%          Stub: CallApiCallbackStub
      4  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      2    4.3%      Function: ~CreateResolveElementFunction native promise.js:24:7
      2  100.0%        Builtin: PromiseHandle
      2  100.0%          node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      2  100.0%            Function: ~_tickCallback internal/process/next_tick.js:151:25
      1    2.2%      Function: ~fn /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:400:17
      1  100.0%        Function: ~jsonld.documentLoader /home/matt/dev/ld-hasher/node_modules/bedrock/lib/jsonld.js:20:35
      1  100.0%          Function: ~Promise /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:398:24
      1  100.0%            Builtin: PromiseConstructor
     18    3.3%    Builtin: PromiseThen
     10   55.6%      Stub: CallApiCallbackStub
     10  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      8   44.4%      LazyCompile: *all native promise.js:11:20
      8  100.0%        LazyCompile: *retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      8  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      8  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
     16    2.9%    Builtin: ResolvePromise
      6   37.5%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      6  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%          Builtin: PromiseHandle
      5   83.3%            Stub: CallApiCallbackStub
      1   16.7%            node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      5   31.3%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      5  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%          Builtin: PromiseHandle
      3   60.0%            Stub: CallApiCallbackStub
      2   40.0%            node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      4   25.0%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: PromiseHandle
      4  100.0%            Stub: CallApiCallbackStub
      1    6.3%      LazyCompile: *_retrieveContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:801:36
      1  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%          Builtin: PromiseHandle
      1  100.0%            Stub: CallApiCallbackStub
     14    2.5%    LazyCompile: *_expandValue /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:560:22
     14  100.0%      Builtin: ObjectProtoToString
     14  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     14  100.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     11   78.6%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      3   21.4%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48

    531    1.5%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<true>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
    531  100.0%    v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
    516   97.2%      LazyCompile: *api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
    516  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
    316   61.2%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
    316  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
    200   38.8%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
    200  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     13    2.4%      LazyCompile: *get /home/matt/dev/ld-hasher/node_modules/jsonld/lib/ActiveContextCache.js:20:6
     13  100.0%        Function: ~api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
     13  100.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      7   53.8%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      6   46.2%            Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48

    527    1.5%  _IO_vfprintf
    395   75.0%    v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    278   70.4%      LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     98   35.3%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     98  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     80   81.6%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     18   18.4%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     64   23.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     64  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     59   92.2%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      5    7.8%            LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:219:11
     51   18.3%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
     51  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     44   86.3%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      7   13.7%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:42:31
     24    8.6%        LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
     24  100.0%          LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
     24  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     20    7.2%        LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
     10   50.0%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      6   60.0%            LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      2   20.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
      1   10.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1   10.0%            Function: ~self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      3   15.0%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      3  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3   15.0%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:148:7
      3  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3   15.0%          Function: ~loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      3  100.0%            LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      1    5.0%          LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      1  100.0%            LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      9    3.2%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:118:36
      9  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      5   55.6%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      3   33.3%            LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:114:13
      1   11.1%            LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      7    2.5%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      7  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
      7  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     30    7.6%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     30  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     20   66.7%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     20  100.0%            LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      5   16.7%          LazyCompile: *self.whilst.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:85:35
      3   60.0%            LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      2   40.0%            LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
      3   10.0%          LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
      3  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
      2    6.7%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:209:10
      2  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     19    4.8%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     19  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     13   68.4%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     13  100.0%            LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      6   31.6%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      6  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     17    4.3%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
     17  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     17  100.0%          Builtin: PromiseHandle
     17  100.0%            Stub: CallApiCallbackStub
     12    3.0%      LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
     11   91.7%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
     11  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     11  100.0%            Builtin: PromiseHandle
      1    8.3%        Function: ~self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      1  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      1  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      8    2.0%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:209:10
      8  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      8  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      8  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      7    1.8%      LazyCompile: *self.whilst.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:85:35
      3   42.9%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:75:7
      3  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      3   42.9%        LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      3  100.0%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      3  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1   14.3%        LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
      1  100.0%          Function: ~loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      1  100.0%            LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      7    1.8%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:42:31
      7  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4   57.1%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      4  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      3   42.9%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:40:7
      3  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      5    1.3%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:114:13
      5  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      5  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      5  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      4    1.0%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:75:7
      4  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      4  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      4    1.0%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:40:7
      4  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      4  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4  100.0%            LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
     68   12.9%    LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     68  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     65   95.6%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     65  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     65  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      3    4.4%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:219:11
      3  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     14    2.7%    LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     14  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
      9   64.3%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      5   55.6%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
      5  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2   22.2%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      2  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1   11.1%          Function: ~self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
      1  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      1   11.1%          Function: ~forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      1  100.0%            Function: ~hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:255:23
      4   28.6%        LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      4  100.0%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      4  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1    7.1%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      1  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      1  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     11    2.1%    LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:114:13
     11  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     11  100.0%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     11  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     11  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     11    2.1%    LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     11  100.0%      v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
      9   81.8%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      5   55.6%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
      5  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4   44.4%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      4  100.0%            LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      2   18.2%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      2  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
